1	209	189	1
1	242	204	1
1	211	215	1
1	252	239	1
1	254	197	1
1	223	218	1
1	239	205	1
1	236	204	1
1	248	245	1
1	243	232	1
1	245	236	1
1	258	195	1
1	251	242	1
1	255	245	1
1	259	207	1
1	247	199	1
1	248	239	1
1	249	232	1
1	252	193	1
1	252	196	1
1	245	207	2
1	227	213	2
1	250	245	2
1	252	233	2
1	228	211	2
1	256	198	2
1	231	213	2
1	245	209	2
1	236	208	2
1	238	223	2
1	257	202	2
1	244	207	2
1	240	205	2
1	240	209	2
1	240	208	2
1	244	235	2
1	256	200	2
1	254	198	2
1	250	198	2
1	255	198	2
1	219	202	3
1	243	207	3
1	219	207	3
1	240	207	3
1	243	209	3
1	241	207	3
1	244	208	3
1	231	212	3
1	250	246	3
1	235	206	3
1	244	209	3
1	239	204	3
1	240	206	3
1	242	208	3
1	241	206	3
1	243	206	3
1	242	207	3
1	241	204	3
1	241	205	3
1	244	206	3
1	244	245	3
1	244	246	3
1	245	245	3
1	248	241	3
1	249	245	3
1	256	245	3
1	257	201	3
1	241	208	3
1	242	206	3
1	246	262	3
1	249	246	3
1	245	208	3
1	248	246	3
1	254	201	3
1	255	201	3
1	259	201	3
1	246	261	3
1	257	194	3
1	247	262	3
1	253	198	3
1	253	216	3
1	256	202	3
1	257	281	3
1	259	200	3
1	243	246	3
1	255	229	3
1	258	201	3
1	245	244	3
1	253	184	3
1	252	197	3
1	245	263	3
1	251	190	3
1	221	217	4
1	246	200	4
1	252	184	4
1	245	199	4
1	249	240	4
1	256	199	4
1	257	196	4
1	242	213	4
1	256	281	4
1	242	220	4
1	243	230	4
1	243	233	4
1	259	210	4
1	226	203	5
1	241	202	5
1	244	200	5
1	249	196	5
1	227	209	6
1	243	205	6
1	256	215	6
1	236	233	6
1	242	235	6
1	247	247	6
1	252	238	6
1	240	204	6
1	246	199	6
1	254	200	6
1	246	208	6
1	256	196	6
1	229	212	7
1	249	244	7
1	230	213	7
1	247	246	7
1	250	173	7
1	242	205	7
1	240	203	7
1	249	243	7
1	242	209	7
1	243	236	7
1	241	209	7
1	243	208	7
1	246	240	7
1	250	240	7
1	256	201	7
1	258	199	7
1	244	244	7
1	248	240	7
1	258	194	7
1	231	210	8
1	252	190	8
1	254	187	8
1	234	225	9
1	242	250	9
1	242	201	9
1	249	242	9
1	254	183	9
1	244	231	9
1	255	202	9
1	246	244	9
1	254	226	9
1	236	205	10
1	247	250	10
1	257	200	10
1	241	240	10
1	250	235	10
1	259	197	10
1	246	202	11
1	254	190	11
1	243	204	11
1	246	245	11
1	244	203	11
1	244	204	11
1	245	206	11
1	248	260	11
1	251	245	11
1	252	242	11
1	252	243	11
1	246	232	11
1	245	202	11
1	246	205	11
1	247	205	11
1	245	204	11
1	248	261	11
1	255	189	11
1	246	207	11
1	251	243	11
1	251	244	11
1	252	244	11
1	248	262	11
1	259	196	11
1	252	237	11
1	247	204	11
1	248	250	11
1	240	199	12
1	241	203	12
1	242	231	12
1	257	195	12
1	244	201	13
1	253	194	13
1	244	202	14
1	246	242	14
1	252	241	14
1	244	248	15
1	245	197	15
1	244	249	16
1	247	255	16
1	245	246	17
1	250	200	17
1	247	244	18
1	253	199	18
1	247	261	19
1	259	199	19
1	249	199	20
1	254	186	20
2	211	215	7
2	252	239	7
2	254	197	7
2	246	200	7
2	252	184	7
2	240	207	7
2	228	211	7
2	256	198	7
2	249	244	7
2	241	207	7
2	240	206	7
2	242	208	7
2	241	206	7
2	242	205	7
2	241	204	7
2	241	205	7
2	242	209	7
2	244	206	7
2	243	236	7
2	245	199	7
2	244	246	7
2	248	241	7
2	249	240	7
2	256	199	7
2	242	206	7
2	246	262	7
2	241	209	7
2	243	208	7
2	246	240	7
2	250	240	7
2	256	201	7
2	254	201	7
2	255	201	7
2	246	261	7
2	257	196	7
2	242	220	7
2	255	202	7
2	255	229	7
2	244	244	7
2	259	210	7
2	248	240	7
2	258	194	7
2	239	206	7
2	246	246	7
2	219	202	3
2	243	207	3
2	219	207	3
2	250	245	3
2	230	213	3
2	244	208	3
2	231	212	3
2	250	246	3
2	231	213	3
2	245	209	3
2	244	209	3
2	257	202	3
2	244	207	3
2	252	238	3
2	239	204	3
2	243	206	3
2	242	207	3
2	244	245	3
2	245	245	3
2	249	245	3
2	257	201	3
2	241	208	3
2	249	246	3
2	245	208	3
2	259	201	3
2	257	194	3
2	247	262	3
2	253	198	3
2	253	216	3
2	255	245	3
2	256	200	3
2	256	202	3
2	257	281	3
2	259	200	3
2	243	246	3
2	259	207	3
2	258	201	3
2	245	244	3
2	253	184	3
2	252	197	3
2	245	246	3
2	245	263	3
2	251	190	3
2	255	198	3
2	247	263	3
2	259	195	3
2	226	203	5
2	241	202	5
2	244	200	5
2	227	209	6
2	243	205	6
2	256	215	6
2	242	235	6
2	240	204	6
2	246	199	6
2	254	200	6
2	248	246	6
2	246	208	6
2	256	196	6
2	254	187	6
2	227	213	21
2	252	233	21
2	245	207	2
2	229	212	2
2	243	209	2
2	256	245	2
2	240	208	2
2	244	235	2
2	250	198	2
2	242	204	11
2	234	225	11
2	242	250	11
2	246	202	11
2	251	242	11
2	244	231	11
2	254	190	11
2	243	204	11
2	246	245	11
2	244	203	11
2	244	204	11
2	245	206	11
2	248	260	11
2	251	245	11
2	252	242	11
2	252	243	11
2	246	232	11
2	246	244	11
2	254	226	11
2	245	202	11
2	246	205	11
2	247	205	11
2	245	204	11
2	248	261	11
2	246	207	11
2	251	243	11
2	251	244	11
2	252	244	11
2	248	262	11
2	259	196	11
2	252	237	11
2	248	250	11
2	249	231	11
2	245	242	11
2	239	205	1
2	236	204	1
2	248	245	1
2	243	232	1
2	245	236	1
2	258	195	1
2	240	205	1
2	249	232	1
2	236	205	10
2	247	250	10
2	257	200	10
2	241	240	10
2	250	235	10
2	240	199	12
2	241	203	12
2	242	231	12
2	257	195	12
2	240	203	22
2	249	243	22
2	242	213	4
2	256	281	4
2	244	201	13
2	253	194	13
2	244	248	15
2	245	197	15
2	244	249	16
2	247	255	16
2	247	261	19
2	259	199	19
2	249	199	20
2	254	186	20
3	211	215	23
3	252	239	23
3	254	197	23
3	221	217	23
3	246	200	23
3	252	184	23
3	239	204	23
3	242	208	23
3	244	246	23
3	244	235	23
3	246	261	23
3	257	196	23
3	256	197	23
3	219	202	3
3	243	207	3
3	219	207	3
3	244	208	3
3	231	212	3
3	250	246	3
3	244	209	3
3	252	238	3
3	244	206	3
3	245	245	3
3	249	245	3
3	256	245	3
3	257	201	3
3	245	208	3
3	259	201	3
3	253	198	3
3	253	216	3
3	256	202	3
3	257	281	3
3	259	200	3
3	258	201	3
3	253	184	3
3	252	197	3
3	245	246	3
3	245	263	3
3	247	263	3
3	259	195	3
3	226	203	5
3	241	202	5
3	227	209	6
3	243	205	6
3	256	215	6
3	242	235	6
3	245	236	6
3	240	204	6
3	246	199	6
3	245	199	6
3	254	200	6
3	248	246	6
3	256	196	6
3	227	213	7
3	240	207	7
3	250	245	7
3	252	233	7
3	241	207	7
3	231	213	7
3	245	209	7
3	236	205	7
3	247	250	7
3	257	200	7
3	241	206	7
3	242	205	7
3	243	206	7
3	240	205	7
3	242	207	7
3	241	205	7
3	242	209	7
3	243	236	7
3	241	208	7
3	242	206	7
3	246	262	7
3	249	246	7
3	241	209	7
3	241	240	7
3	243	208	7
3	246	240	7
3	254	201	7
3	257	194	7
3	256	200	7
3	259	207	7
3	248	240	7
3	245	207	2
3	228	211	2
3	256	198	2
3	229	212	2
3	243	209	2
3	249	244	2
3	257	202	2
3	244	207	2
3	240	206	2
3	241	203	2
3	240	203	2
3	249	243	2
3	241	204	2
3	244	245	2
3	248	241	2
3	249	240	2
