1	242	204	1
1	243	203	1
1	243	205	1
1	244	202	1
1	244	205	1
1	245	203	1
1	245	204	1
1	246	204	1
1	248	261	1
1	251	243	1
1	253	237	1
1	258	201	1
1	258	280	1
1	259	192	1
1	259	196	1
1	231	224	2
1	237	236	2
1	242	207	2
1	243	207	2
1	244	207	2
1	244	210	2
1	248	203	2
1	250	246	2
1	252	190	2
1	254	202	2
1	257	202	2
1	258	202	2
1	259	195	2
1	259	201	2
1	228	245	3
1	237	206	3
1	239	221	3
1	241	238	3
1	243	233	3
1	245	205	3
1	247	197	3
1	248	199	3
1	249	197	3
1	249	202	3
1	252	200	3
1	258	277	3
1	244	195	4
1	244	203	4
1	244	206	4
1	245	201	4
1	245	245	4
1	246	203	4
1	247	201	4
1	247	203	4
1	247	207	4
1	247	248	4
1	248	200	4
1	248	201	4
1	248	254	4
1	248	255	4
1	248	262	4
1	250	245	4
1	251	189	4
1	251	240	4
1	251	244	4
1	251	245	4
1	252	232	4
1	252	245	4
1	254	191	4
1	259	202	4
1	248	198	5
1	256	194	5
1	248	239	6
1	258	198	6
1	250	199	7
1	255	199	7
1	244	250	8
1	245	209	8
1	245	246	8
1	246	201	8
1	246	209	8
1	246	237	8
1	246	245	8
1	248	256	8
1	248	260	8
1	249	180	8
1	249	200	8
1	249	246	8
1	249	247	8
1	250	247	8
1	251	246	8
1	252	244	8
1	256	190	8
1	256	202	8
1	256	237	8
1	257	201	8
1	259	230	8
1	239	185	9
1	239	236	9
1	240	228	9
1	242	203	9
1	246	243	9
1	247	204	9
1	252	188	9
1	254	224	9
1	255	192	9
1	256	199	9
1	257	196	9
1	258	196	9
1	259	194	9
1	244	230	10
1	245	202	10
1	245	206	10
1	245	234	10
1	246	202	10
1	246	205	10
1	246	206	10
1	246	207	10
1	246	244	10
1	246	246	10
1	247	202	10
1	247	244	10
1	248	259	10
1	248	263	10
1	252	242	10
1	252	243	10
1	254	204	10
1	259	277	10
1	254	281	11
1	257	235	11
1	243	204	12
1	244	204	12
1	245	207	12
1	245	208	12
1	245	215	12
1	245	252	12
1	246	208	12
1	247	200	12
1	249	259	12
1	251	198	12
1	251	230	12
1	251	239	12
1	252	231	12
1	253	243	12
1	255	196	12
1	255	197	12
1	256	195	12
1	258	197	12
1	258	214	12
1	257	277	13
1	259	199	13
2	239	185	14
2	244	195	14
2	247	201	14
2	248	200	14
2	250	245	14
2	251	240	14
2	243	203	12
